StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,Q107,Pair1_1,Pair1_2,Pair1_3,Pair1_4,Pair1_5,Pair1_6,Pair2_1,Pair2_2,Pair2_3,Pair2_4,Pair2_5,Pair2_6,Pair3_1,Pair3_2,Pair3_3,Pair3_4,Pair3_5,Pair3_6,Pair4_1,Pair4_2,Pair4_3,Pair4_4,Pair4_5,Pair4_6,Pair5_1,Pair5_2,Pair5_3,Pair5_4,Pair5_5,Pair5_6,Pair6_1,Pair6_2,Pair6_3,Pair6_4,Pair6_5,Pair6_6,Pair7_1,Pair7_2,Pair7_3,Pair7_4,Pair7_5,Pair7_6,Pair8_1,Pair8_2,Pair8_3,Pair8_4,Pair8_5,Pair8_6,Pair9_1,Pair9_2,Pair9_3,Pair9_4,Pair9_5,Pair9_6,Pair10_1,Pair10_2,Pair10_3,Pair10_4,Pair10_5,Pair10_6,Pair11_1,Pair11_2,Pair11_3,Pair11_4,Pair11_5,Pair11_6,Pair12_1,Pair12_2,Pair12_3,Pair12_4,Pair12_5,Pair12_6,Pair13_1,Pair13_2,Pair13_3,Pair13_4,Pair13_5,Pair13_6,Pair14_1,Pair14_2,Pair14_3,Pair14_4,Pair14_5,Pair14_6,Pair15_1,Pair15_2,Pair15_3,Pair15_4,Pair15_5,Pair15_6,Pair16_1,Pair16_2,Pair16_3,Pair16_4,Pair16_5,Pair16_6,Pair17_1,Pair17_2,Pair17_3,Pair17_4,Pair17_5,Pair17_6,Pair18_1,Pair18_2,Pair18_3,Pair18_4,Pair18_5,Pair18_6,Pair19_1,Pair19_2,Pair19_3,Pair19_4,Pair19_5,Pair19_6,Pair20_1,Pair20_2,Pair20_3,Pair20_4,Pair20_5,Pair20_6,Pair21_1,Pair21_2,Pair21_3,Pair21_4,Pair21_5,Pair21_6,Pair22_1,Pair22_2,Pair22_3,Pair22_4,Pair22_5,Pair22_6,Pair23_1,Pair23_2,Pair23_3,Pair23_4,Pair23_5,Pair23_6,Pair24_1,Pair24_2,Pair24_3,Pair24_4,Pair24_5,Pair24_6,Pair25_1,Pair25_2,Pair25_3,Pair25_4,Pair25_5,Pair25_6,Pair26_1,Pair26_2,Pair26_3,Pair26_4,Pair26_5,Pair26_6,Pair27_1,Pair27_2,Pair27_3,Pair27_4,Pair27_5,Pair27_6,Pair28_1,Pair28_2,Pair28_3,Pair28_4,Pair28_5,Pair28_6,Pair29_1,Pair29_2,Pair29_3,Pair29_4,Pair29_5,Pair29_6,Pair30_1,Pair30_2,Pair30_3,Pair30_4,Pair30_5,Pair30_6,Pair31_1,Pair31_2,Pair31_3,Pair31_4,Pair31_5,Pair31_6,Pair32_1,Pair32_2,Pair32_3,Pair32_4,Pair32_5,Pair32_6,Pair33_1,Pair33_2,Pair33_3,Pair33_4,Pair33_5,Pair33_6,Pair34_1,Pair34_2,Pair34_3,Pair34_4,Pair34_5,Pair34_6,Pair35_1,Pair35_2,Pair35_3,Pair35_4,Pair35_5,Pair35_6,Pair36_1,Pair36_2,Pair36_3,Pair36_4,Pair36_5,Pair36_6,Pair37_1,Pair37_2,Pair37_3,Pair37_4,Pair37_5,Pair37_6,Pair38_1,Pair38_2,Pair38_3,Pair38_4,Pair38_5,Pair38_6,Pair39_1,Pair39_2,Pair39_3,Pair39_4,Pair39_5,Pair39_6,Pair40_1,Pair40_2,Pair40_3,Pair40_4,Pair40_5,Pair40_6,Pair41_1,Pair41_2,Pair41_3,Pair41_4,Pair41_5,Pair41_6,Pair42_1,Pair42_2,Pair42_3,Pair42_4,Pair42_5,Pair42_6,Pair43_1,Pair43_2,Pair43_3,Pair43_4,Pair43_5,Pair43_6,Pair44_1,Pair44_2,Pair44_3,Pair44_4,Pair44_5,Pair44_6,Pair45_1,Pair45_2,Pair45_3,Pair45_4,Pair45_5,Pair45_6,Pair46_1,Pair46_2,Pair46_3,Pair46_4,Pair46_5,Pair46_6,Pair47_1,Pair47_2,Pair47_3,Pair47_4,Pair47_5,Pair47_6,Pair48_1,Pair48_2,Pair48_3,Pair48_4,Pair48_5,Pair48_6,Pair49_1,Pair49_2,Pair49_3,Pair49_4,Pair49_5,Pair49_6,Pair50_1,Pair50_2,Pair50_3,Pair50_4,Pair50_5,Pair50_6,Pair51_1,Pair51_2,Pair51_3,Pair51_4,Pair51_5,Pair51_6,Pair52_1,Pair52_2,Pair52_3,Pair52_4,Pair52_5,Pair52_6,Pair53_1,Pair53_2,Pair53_3,Pair53_4,Pair53_5,Pair53_6,Pair54_1,Pair54_2,Pair54_3,Pair54_4,Pair54_5,Pair54_6,Pair55_1,Pair55_2,Pair55_3,Pair55_4,Pair55_5,Pair55_6,Pair56_1,Pair56_2,Pair56_3,Pair56_4,Pair56_5,Pair56_6,Pair57_1,Pair57_2,Pair57_3,Pair57_4,Pair57_5,Pair57_6,Pair58_1,Pair58_2,Pair58_3,Pair58_4,Pair58_5,Pair58_6,Pair59_1,Pair59_2,Pair59_3,Pair59_4,Pair59_5,Pair59_6,Pair60_1,Pair60_2,Pair60_3,Pair60_4,Pair60_5,Pair60_6,Pair61_1,Pair61_2,Pair61_3,Pair61_4,Pair61_5,Pair61_6,Pair62_1,Pair62_2,Pair62_3,Pair62_4,Pair62_5,Pair62_6,Pair63_1,Pair63_2,Pair63_3,Pair63_4,Pair63_5,Pair63_6,Pair64_1,Pair64_2,Pair64_3,Pair64_4,Pair64_5,Pair64_6,Pair65_1,Pair65_2,Pair65_3,Pair65_4,Pair65_5,Pair65_6,Pair66_1,Pair66_2,Pair66_3,Pair66_4,Pair66_5,Pair66_6,Pair67_1,Pair67_2,Pair67_3,Pair67_4,Pair67_5,Pair67_6,Pair68_1,Pair68_2,Pair68_3,Pair68_4,Pair68_5,Pair68_6,Pair69_1,Pair69_2,Pair69_3,Pair69_4,Pair69_5,Pair69_6,Pair70_1,Pair70_2,Pair70_3,Pair70_4,Pair70_5,Pair70_6,Pair71_1,Pair71_2,Pair71_3,Pair71_4,Pair71_5,Pair71_6,Pair72_1,Pair72_2,Pair72_3,Pair72_4,Pair72_5,Pair72_6,Pair73_1,Pair73_2,Pair73_3,Pair73_4,Pair73_5,Pair73_6,Pair74_1,Pair74_2,Pair74_3,Pair74_4,Pair74_5,Pair74_6,Pair75_1,Pair75_2,Pair75_3,Pair75_4,Pair75_5,Pair75_6,Pair76_1,Pair76_2,Pair76_3,Pair76_4,Pair76_5,Pair76_6,Pair77_1,Pair77_2,Pair77_3,Pair77_4,Pair77_5,Pair77_6,Pair78_1,Pair78_2,Pair78_3,Pair78_4,Pair78_5,Pair78_6,Pair79_1,Pair79_2,Pair79_3,Pair79_4,Pair79_5,Pair79_6,Pair80_1,Pair80_2,Pair80_3,Pair80_4,Pair80_5,Pair80_6,Pair81_1,Pair81_2,Pair81_3,Pair81_4,Pair81_5,Pair81_6,Pair82_1,Pair82_2,Pair82_3,Pair82_4,Pair82_5,Pair82_6,Pair83_1,Pair83_2,Pair83_3,Pair83_4,Pair83_5,Pair83_6,Pair84_1,Pair84_2,Pair84_3,Pair84_4,Pair84_5,Pair84_6,Pair85_1,Pair85_2,Pair85_3,Pair85_4,Pair85_5,Pair85_6,Pair86_1,Pair86_2,Pair86_3,Pair86_4,Pair86_5,Pair86_6,Pair87_1,Pair87_2,Pair87_3,Pair87_4,Pair87_5,Pair87_6,Pair88_1,Pair88_2,Pair88_3,Pair88_4,Pair88_5,Pair88_6,Pair89_1,Pair89_2,Pair89_3,Pair89_4,Pair89_5,Pair89_6,Pair90_1,Pair90_2,Pair90_3,Pair90_4,Pair90_5,Pair90_6,Pair91_1,Pair91_2,Pair91_3,Pair91_4,Pair91_5,Pair91_6,Pair92_1,Pair92_2,Pair92_3,Pair92_4,Pair92_5,Pair92_6,Pair93_1,Pair93_2,Pair93_3,Pair93_4,Pair93_5,Pair93_6,Pair94_1,Pair94_2,Pair94_3,Pair94_4,Pair94_5,Pair94_6,Pair95_1,Pair95_2,Pair95_3,Pair95_4,Pair95_5,Pair95_6,Gender,Age,PI
2019-10-24T18:46:14Z,2019-10-24T18:49:10Z,0,100,176,1,2019-10-24T18:49:11Z,R_1nN5RWXXrInuvaU,1,,,,,,,,,,,,,1,6,1,3,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,7,7,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,5,5,5,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,7,6,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,7,3,3,2,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,7,1,5,2,5,,,,,,,,,,,,,5,6,2,5,5,3,,,,,,,,,,,,,6,5,6,7,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,7,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,1,5,1,4,,,,,,,,,,,,,,,,,,,1,37,0
2019-10-24T18:46:16Z,2019-10-24T18:48:08Z,0,100,112,1,2019-10-24T18:48:09Z,R_3fN7RRDhCr81RVX,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,3,2,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,7,5,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,6,6,6,4,6,5,5,5,7,4,5,,,,,,,6,5,4,5,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,2,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,3,5,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,5,6,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3,4,2,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,7,6,7,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,30,-3
2019-10-24T18:46:20Z,2019-10-24T18:51:59Z,0,100,338,1,2019-10-24T18:52:00Z,R_3HFGj7wXFZIuwF2,1,,,,,,,,,,,,,2,3,4,4,4,3,6,5,3,6,6,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2,3,3,3,7,,,,,,,5,6,6,6,7,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,7,4,3,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,4,4,5,6,7,,,,,,,6,6,6,6,6,6,,,,,,,,,,,,,,,,,,,4,3,5,6,6,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4,4,5,3,,,,,,,4,3,2,3,5,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,37,1
2019-10-24T18:46:20Z,2019-10-24T18:53:12Z,0,100,411,1,2019-10-24T18:53:12Z,R_2zZLesVkWRRIAh3,1,4,4,4,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,4,4,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,4,4,4,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,4,2,6,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,6,6,6,6,,,,,,,,,,,,,,,,,,,6,4,4,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,6,4,6,4,,,,,,,,,,,,,,,,,,,,,,,,,6,6,6,6,6,6,,,,,,,6,6,6,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,4,4,4,4,2,39,1
2019-10-24T18:46:23Z,2019-10-24T18:54:31Z,0,100,487,1,2019-10-24T18:54:32Z,R_3MfbaDq6p6S0qYs,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,4,4,5,4,4,4,5,4,5,5,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,5,4,4,6,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,4,4,4,4,4,,,,,,,,,,,,,2,1,2,2,3,2,,,,,,,,,,,,,7,6,5,4,4,5,,,,,,,,,,,,,2,3,4,3,4,5,,,,,,,3,4,5,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,4,5,4,5,6,,,,,,,,,,,,,,,,,,,,,,,,,1,31,0
2019-10-24T18:46:26Z,2019-10-24T19:00:23Z,0,100,836,1,2019-10-24T19:00:24Z,R_9pNFJDu8ompayhX,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,6,6,5,6,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,3,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,6,5,6,5,7,6,4,4,4,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,4,3,4,6,,,,,,,,,,,,,3,5,3,3,3,3,,,,,,,,,,,,,,,,,,,3,5,3,6,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,4,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,6,3,6,6,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5,5,3,5,5,1,25,0
2019-10-24T18:46:33Z,2019-10-24T18:50:37Z,0,100,244,1,2019-10-24T18:50:38Z,R_233oLPm3WQvBfHU,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,6,6,6,6,5,,,,,,,,,,,,,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,5,3,6,3,6,6,,,,,,,,,,,,,,,,,,,5,5,5,5,5,5,,,,,,,,,,,,,,,,,,,6,5,6,6,5,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5,6,3,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,5,5,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,6,3,6,3,3,5,6,6,6,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,5,3,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,39,-2
2019-10-24T18:46:34Z,2019-10-24T18:50:12Z,0,100,218,1,2019-10-24T18:50:13Z,R_ZBSOMSrak1WhNjb,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,1,1,1,3,,,,,,,,,,,,,6,7,7,6,6,6,,,,,,,,,,,,,,,,,,,5,3,2,1,1,5,6,7,5,7,7,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,6,2,6,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,1,1,1,1,,,,,,,,,,,,,,,,,,,5,6,5,6,7,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,6,3,5,6,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,7,5,7,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,2,5,2,6,1,28,-3
2019-10-24T18:46:36Z,2019-10-24T18:49:13Z,0,100,156,1,2019-10-24T18:49:14Z,R_2cqfSahLt3ZDj5M,1,,,,,,,,,,,,,,,,,,,,,,,,,4,5,4,4,7,4,,,,,,,,,,,,,7,7,6,6,6,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,7,7,7,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,7,7,7,7,2,,,,,,,2,6,2,4,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,7,7,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,6,4,3,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,4,5,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,5,6,6,6,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,5,7,7,7,6,1,24,2
2019-10-24T18:46:41Z,2019-10-24T18:48:48Z,0,100,126,1,2019-10-24T18:48:48Z,R_2EGdIzyST5djaXH,1,,,,,,,,,,,,,,,,,,,,,,,,,3,6,3,5,6,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,2,2,2,5,2,2,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,6,5,7,7,7,,,,,,,6,3,6,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3,5,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,6,4,6,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,6,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,5,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,30,-3
2019-10-24T18:46:44Z,2019-10-24T18:55:29Z,0,100,524,1,2019-10-24T18:55:29Z,R_Dc1Kej1wfNKvPNL,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,7,7,7,1,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,5,1,1,4,5,1,3,5,5,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,4,6,7,7,5,,,,,,,,,,,,,,,,,,,,,,,,,4,5,6,1,5,4,,,,,,,,,,,,,,,,,,,,,,,,,7,7,7,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,7,7,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,6,5,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,7,7,7,7,5,,,,,,,,,,,,,2,7,1,1,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,40,0
2019-10-24T18:46:45Z,2019-10-24T18:50:33Z,0,100,227,1,2019-10-24T18:50:34Z,R_1q2PqdrBBUnRTsb,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,3,2,2,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,4,3,2,5,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,5,3,2,5,,,,,,,,,,,,,,,,,,,,,,,,,7,6,6,6,6,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,5,5,5,6,5,6,5,4,4,5,7,,,,,,,3,3,4,4,3,2,,,,,,,,,,,,,,,,,,,5,5,3,4,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,6,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,4,3,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,63,1
2019-10-24T18:46:47Z,2019-10-24T18:49:46Z,0,100,178,1,2019-10-24T18:49:46Z,R_2Pdsp4kEjANqXcc,1,,,,,,,,,,,,,,,,,,,,,,,,,6,3,3,3,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,4,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,3,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,6,3,3,6,3,6,,,,,,,,,,,,,,,,,,,6,4,6,4,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,4,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,5,3,5,5,3,3,6,4,4,4,4,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3,3,3,3,6,,,,,,,7,1,1,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,2,28,-3
2019-10-24T18:46:50Z,2019-10-24T18:57:41Z,0,100,651,1,2019-10-24T18:57:42Z,R_tFjHXPe6VTMhiSJ,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,6,2,2,,,,,,,,,,,,,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,6,7,7,7,6,,,,,,,,,,,,,,,,,,,,,,,,,6,6,6,6,6,6,,,,,,,5,6,6,2,6,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,6,3,7,7,6,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,5,5,2,2,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,6,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,6,7,7,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,28,-2
